  Built-in function ,  VHF ,  03/21/2013 ,  13:13  
  Built-in function ,  Volatility ,  02/23/2006 ,  11:18  
  Built-in function ,  VolatilityStdDev ,  02/06/2008 ,  17:13  
  Built-in function ,  VolumeDay ,  08/30/2012 ,  17:46  
  Built-in function ,  VolumeMonth ,  08/30/2012 ,  17:19  
  Built-in function ,  VolumeOsc ,  06/18/2009 ,  15:28  
  Built-in function ,  VolumeRatioJP ,  06/14/2017 ,  15:27  
  Built-in function ,  VolumeROC ,  06/18/2009 ,  15:30  
  Built-in function ,  VolumeSession ,  06/14/2017 ,  15:28  
  Built-in function ,  VolumeWeek ,  08/30/2012 ,  16:57  
  Built-in function ,  VolumeYear ,  08/30/2012 ,  17:15  
  Built-in function ,  WAverage ,  02/23/2006 ,  11:20  
  Built-in function ,  WeightedClose ,  02/23/2006 ,  11:20  
  Built-in function ,  XAverage ,  06/14/2017 ,  15:16  
  Built-in function ,  XAverageOrig ,  02/23/2006 ,  11:21  
  Built-in function ,  ZProb ,  02/23/2006 ,  11:21  
  Function ,  AB_NextLabel ,  07/27/2016 ,  09:12  
  Function ,  BjerkStensCall ,  10/07/2010 ,  11:45  
  Function ,  BjerkStensPhi ,  02/22/2006 ,  12:13  
  Function ,  BlackModel ,  02/22/2006 ,  12:13  
  Function ,  BlackScholes ,  02/22/2006 ,  12:14  
  Function ,  Delta ,  02/22/2006 ,  13:55  
  Function ,  ELDateToString ,  02/22/2006 ,  14:03  
  Function ,  Gamma ,  02/22/2006 ,  14:24  
  Function ,  GCD ,  12/16/2014 ,  14:28  
  Function ,  GenerateStrike ,  12/16/2014 ,  14:28  
  Function ,  IFFLogic ,  02/22/2006 ,  14:46  
  Function ,  IffString ,  12/16/2014 ,  14:27  
  Function ,  ImpliedVolatility ,  02/22/2006 ,  14:46  
  Function ,  ImpliedVolatilityEx ,  06/20/2018 ,  08:03  
  Function ,  Intrinsic ,  12/16/2014 ,  14:27  
  Function ,  LastBarOnChart ,  02/22/2006 ,  15:04  
  Function ,  LastHour ,  02/22/2006 ,  15:06  
  Function ,  OptionPrice ,  02/22/2006 ,  16:07  
  Function ,  OptionsComplex ,  02/22/2006 ,  16:07  
  Function ,  OS_AnnualDividend ,  12/16/2014 ,  14:29  
  Function ,  OS_Binomial ,  12/16/2014 ,  14:30  
  Function ,  OS_CheckProx ,  12/16/2014 ,  14:30  
  Function ,  OS_DaysToExp ,  12/16/2014 ,  14:31  
  Function ,  OS_DaysToFarExp ,  12/16/2014 ,  14:31  
